PuzzleId,FEN,Moves,Rating,Title,Themes,Description,Stars,User,GameURL
007AS,r3kb1r/3nnpp1/4p1bp/1NppP3/3P4/6N1/P2BBPPP/R3K2R b KQkq - 0 17,a8b8 b5d6 e8d8 d2a5,1585,Victoria Táctica Corta,crushing master middlegame short,Defensa Caro-Kann: Victoria táctica corta en medio juego.,5,Lichess,https://lichess.org/Nfuw1Dug/black#34
007HB,rn2q1k1/pp3ppp/2pb6/3p1B2/2Pn4/1Q3N2/PP3PPP/R1B4K w - - 0 15,f3d4 e8e1,537,Mate Principiante,mate mateIn1 middlegame oneMove,Defensa Petrov: Mate en 1 jugada para principiantes.,5,Lichess,https://lichess.org/prYQo0BK#29
007Rn,4r1k1/p4p1p/1p6/6q1/3P2n1/P4Q2/1P1B2P1/7K w - - 0 34,d2g5 e8e1 f3f1 e1f1,992,Mate Final Dos Jugadas,endgame mate mateIn2 short,Mate en 2 jugadas en el final.,5,Lichess,https://lichess.org/L9kH7FqT#67
007XE,2kr3r/p1p1bpp1/2p2n1p/8/8/1P6/P1P1RPPP/RNB1K1 w - - 1 16,e2e7 d8d1 e7e1 d1e1,645,Pasillo y Tenedor,backRankMate fork mate mateIn2 middlegame short,Apertura de Peón de Rey: Mate del pasillo combinado con tenedor.,5,Lichess,https://lichess.org/f4f7UwiT#31
007c6,2kr3r/pp1n2pp/2QB6/5q2/2B5/8/PPP2PPP/3R1RK1 b - - 0 17,b7c6 c4a6,721,Mate de Boden,bodenMate mate mateIn1 middlegame oneMove,Gambito Elefante: Patrón de Mate de Boden en 1 jugada.,5,Lichess,https://lichess.org/vqwzqZHC/black#34
007eS,6k1/p4p2/1p5p/4r3/P3B3/1P3P2/2PK2PP/8 w - - 0 29,d2e3 f7f5 g2g4 f5e4,1275,Ventaja Posicional Final,advantage endgame short,Ventaja posicional en el final.,5,Lichess,https://lichess.org/8qs8bafy#57
007en,rn3rk1/4pp1p/3p2p1/2q4P/3bP1b1/Pp2Q3/1P2B2/1K1R2NR w - - 0 20,e3d4 c5c2 b1a1 a8a3 b2a3 c2a2,1764,Sacrificio Mate en 3,long mate mateIn3 middlegame queensideAttack sacrifice,Sacrificio para mate en 3 en flanco de dama.,5,Lichess,https://lichess.org/jzE2yKAk#39
007fJ,8/1P3ppp/8/8/8/2pk3P/3p2P1/3K4 w - - 0 52,b7b8q c3c2,496,Mate Dama y Peón,advancedPawn endgame mate mateIn1 oneMove queenEndgame,Mate en 1 con dama y peón avanzado.,5,Lichess,https://lichess.org/34ezZi7R#103
007gO,2r3rk/5p2/4p2p/4q3/1Q6/8/1P3PPP/R4RK1 w - - 0 31,a1c1 e5g5 g2g3 c8c1,2197,Victoria Final Experto,crushing endgame short,Victoria contundente en final nivel experto.,5,Lichess,https://lichess.org/id1brvZc#61
007ku,r1bq3Q/1np2kp7/p5B1/1p1Pp3/1Pn2BP1/2b2P2/P3K3/R4N2 b - - 5 35,f7g6 h8h5 g6f6 f4g5,1627,Mate Dos Jugadas,mate mateIn2 middlegame short,Mate en 2 jugadas en medio juego.,5,Lichess,https://lichess.org/QveLbBjG/black#70
007mr,5k2/p2r3p/1p4pP/3r1q2/3Rp3/2P5/PP3PQ1/K3R3 w - - 0 33,d4e4 d5d1 e1d1 d7d1,630,Mate Pasillo Dos Jugadas,backRankMate endgame mate mateIn2 short,Mate del pasillo en 2 jugadas.,5,Lichess,https://lichess.org/J12UnEgz#65
007tv,r3k1nr/1pp2ppp/1pnp2q1/4p1B1/2B1P3/3P1Q1P/PPP2PP1/R4RK1 b kq - 0 11,g6g5 f3f7 e8d8 f7f8 d8d7 f8a8,1124,Ataque Rayos X f7,advantage attackingF2F7 long middlegame skewer,Apertura Italiana: Ataque sobre f7 con tema de rayos X.,5,Lichess,https://lichess.org/ky7qZNjk/black#22
0082f,r4rk1/2q2ppp/3pp3/4Pb5N/ppp6/1B4Q1/PPP3PP/1K1RR1 b - - 0 21,a4b3 g3g7,951,Mate Flanco Rey,kingsideAttack mate mateIn1 middlegame oneMove,Mate en 1 atacando el flanco de rey.,5,Lichess,https://lichess.org/fHfmODEz/black#42
0088O,7Q/2p5/1p2prp1/p4k1p/P4p1P/8/6RK/3q4 b - - 2 37,d1a4 g2g5 f5e4 h8f6,1133,Desviación Final,crushing deflection endgame short,Desviación ganadora en el final.,5,Lichess,https://lichess.org/GmH1DPx6/black#74
008D5,r1bqk2r/pp3ppp/4p2n/3pP3/1b1P1P2/2N5/PP4PP/R1BQKB1R b KQkq - 2 9,h6f5 d1a4 c8d7 a4b4,1408,Tenedor Apertura,advantage fork master opening short,Defensa Francesa: Ataque doble (tenedor) en la apertura.,5,Lichess,https://lichess.org/jIGC2FuP/black#18
008EC,6k1/4rpp1/p6p/7P/q1pP1R2/2Pb2Q1/P4RP1/6K1 w - - 9 31,f4f7 e7f7 g3b8 g8h7 f2f7 a4d1 g1f2 d1f1 f2g3 f1f7,2242,Enfilada Final Largo,advantage endgame skewer veryLong,Rayos X (enfilada) en final largo nivel maestro.,5,Lichess,https://lichess.org/q5CqLXP5#61
008GK,1k1r4/ppp3p1/8/1P5p/8/P3n2P/2P1r1P1/B3NRK1 b - - 4 31,d8d1 f1f8 d1d8 f8d8,514,Mate Pasillo Principiante,backRankMate endgame mate mateIn2 short,Mate del pasillo en 2 jugadas (principiante).,5,Lichess,https://lichess.org/9vFFDYsH/black#62
008LD,8/6pp/4N1k1/5p2/5P2/5rPb/4R2P/6K1 w - - 0 35,e6g5 f3f1,404,Mate Básico,endgame mate mateIn1 oneMove,Mate en 1 movimiento muy básico.,5,Lichess,https://lichess.org/jzHHsjDp#69
008LT,r4rk1/6p1/b3p1nN/p1pp4/1p3P1q/3P1Q1B/PPP2PK1/R6R b - - 0 26,g8h8 h6f7 f8f7 h3e6,2110,Sacrificio y Clavada,crushing kingsideAttack middlegame pin sacrifice short,Sacrificio y clavada en ataque de nivel experto.,5,Lichess,https://lichess.org/vnxisKeU/black#52
008Nz,6k1/2p2ppp/pnp5/B7/2P3PP/1P1bPPR1/r6r/3R2K1 b - - 1 29,d3e2 d1d8,455,Mate Pasillo Fácil,backRankMate mate mateIn1 middlegame oneMove,Mate del pasillo en 1 jugada (muy fácil).,5,Lichess,https://lichess.org/HNU4zavC/black#58
008P4,8/4k3/1p1p4/r5P1/P2nP1P1/3BK3/8/1R7 w - - 0 35,e3d2 d4b3 d2c3 b3a1,717,Tenedor Básico Final,crushing endgame fork short,Ataque doble (tenedor) básico en el final.,5,Lichess,https://lichess.org/3GoHPRp3#69
008Sk,8/6pp/3Bp2k/p2pP2P/P2bp1PK/8/2r5/5R2 b - - 2 37,d4f2 f1f2 g7g5 h4g3 a2f2 g3f2,2025,Consolidar Victoria Experto,crushing endgame long,Final largo para consolidar victoria experto.,5,Lichess,https://lichess.org/rah6MiKa/black#74
008Y3,r5k1/1p1rqpp1/p3pnp1/2PN5/8/1Q5P/PP3PP1/3RR1K1 b - - 0 24,e7c5 d5f6 g7f6 d1d7,1075,Descubierta al Rey,advantage discoveredAttack kingsideAttack master middlegame short,Ataque a la descubierta contra el rey.,5,Lichess,https://lichess.org/jAILX5BH/black#48
008cl,r3k2r/ppp2p1p/2n1pp2/7q/2PN2b1/3P1Pb1/PP2B1P1/R2Q1RK1 w kq - 1 16,f3g4 h5h2,826,Mate Sencillo,mate mateIn1 middlegame oneMove,Mate en 1 jugada sencillo.,5,Lichess,https://lichess.org/K27KSt2D#31
008lc,7k/pb1qn2n/1p2R2Q/2p5/2Pp4/3B4/PP3PrP/4RK2 b - - 1 27,g2g7 h6g7 h8g7 e6e7 d7e7 e1e7,2005,Atracción y Ataque Doble,attraction crushing exposedKing fork long middlegame,Atracción y ataque doble con rey expuesto.,5,Lichess,https://lichess.org/UdZXrVA5/black#54
008nF,2rq1rk1/7p/1n4pb/1R2p3/pPpP1P2/P1C3/3NQ1PP/2R3K1 w - - 0 31,e2e5 f8e8 e5e8 d8e8,2133,Pieza Atrapada Maestro,crushing master middlegame short trappedPiece,Pieza atrapada en medio juego nivel maestro.,5,Lichess,https://lichess.org/tYO5rrIU#61
008o6,Q5k1/p1p3p1/5r6/8/3P4/7P/q3r3/B4RK1 b - - 1 34,f6f8 a8f8,471,Mate Principiante,endgame mate mateIn1 oneMove,Mate en 1 movimiento para principiantes.,5,Lichess,https://lichess.org/1k4lXfEi/black#68
008oX,4r1k1/2R3pp/2c4h/1p1p4/3P4/P7/1PP2R2/1K1N4 b - - 3 32,e8e1 c7c8 e1e8 c8e8,976,Mate Final Dos Jugadas,endgame mate mateIn2 short,Mate en 2 jugadas en el final.,5,Lichess,https://lichess.org/APGKH8YH/black#64
008rw,rn2kb1r/pp2pppp/2p2n2/4q3/8/2N4Q/PPPPBPPP/R1B1K2R b KQkq - 2 8,g7g6 h3c8,918,Mate en Apertura,mate mateIn1 oneMove opening,Defensa Escandinava: Mate en 1 jugada en la apertura.,5,Lichess,https://lichess.org/t8GAyoIk/black#16Sacrificio de Reina (Mate de la Coz)
ErhDG,6k1/3r1ppp/8/8/8/8/Q4PPP/4R1K1 b - - 0 1,h7h6 e1e8 g8h7 a2b1,1000,Mate del Pasillo,mateIn2,"Negras juegan h6 para darse un respiro, pero dejan ibre un pasillo peligroso y mortal.",1,emtz,
